run_name,model_name,pod_rank,dmdc_rank,n_delays,center,scale,train_rollout_rmse,test_rollout_rmse,generalization_gap,generalization_ratio,spectral_radius,n_unstable_eigenvalues,stability_status,status,error_message,variant,surface,run_dir
run_156__dmdc__pod2__dmdc4__delay4,dmdc,2.0,4,4,True,False,0.7563159818595624,0.7488274481424979,-0.0074885337170644,0.9900986705336408,0.999995993195235,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_168__dmdc__pod3__dmdc4__delay4,dmdc,3.0,4,4,True,False,0.7563159818595624,0.7488274481424979,-0.0074885337170644,0.9900986705336408,0.999995993195235,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_180__dmdc__pod4__dmdc4__delay4,dmdc,4.0,4,4,True,False,0.7563159818595624,0.7488274481424979,-0.0074885337170644,0.9900986705336408,0.999995993195235,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_192__dmdc__pod0p999__dmdc4__delay4,dmdc,0.999,4,4,True,False,0.7563159818595624,0.7488274481424979,-0.0074885337170644,0.9900986705336408,0.999995993195235,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_104__adaptive_dmdc__pod2__dmdc3__delay2,adaptive_dmdc,2.0,3,2,True,False,0.7525811094681567,0.7511992228147829,-0.0013818866533737,0.9981638036937304,0.0334568524676555,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_116__adaptive_dmdc__pod3__dmdc3__delay2,adaptive_dmdc,3.0,3,2,True,False,0.7525811094681567,0.7511992228147829,-0.0013818866533737,0.9981638036937304,0.0334568524676555,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_128__adaptive_dmdc__pod4__dmdc3__delay2,adaptive_dmdc,4.0,3,2,True,False,0.7525811094681567,0.7511992228147829,-0.0013818866533737,0.9981638036937304,0.0334568524676555,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_140__adaptive_dmdc__pod0p999__dmdc3__delay2,adaptive_dmdc,0.999,3,2,True,False,0.7525811094681567,0.7511992228147829,-0.0013818866533737,0.9981638036937304,0.0334568524676555,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_097__adaptive_dmdc__pod2__dmdcfull__delay1,adaptive_dmdc,2.0,full,1,True,False,0.7762286195814229,0.7532141219005815,-0.0230144976808414,0.9703508771768145,0.3194126576371578,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_109__adaptive_dmdc__pod3__dmdcfull__delay1,adaptive_dmdc,3.0,full,1,True,False,0.7762286195814229,0.7532141219005815,-0.0230144976808414,0.9703508771768145,0.3194126576371578,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_121__adaptive_dmdc__pod4__dmdcfull__delay1,adaptive_dmdc,4.0,full,1,True,False,0.7762286195814229,0.7532141219005815,-0.0230144976808414,0.9703508771768145,0.3194126576371578,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_133__adaptive_dmdc__pod0p999__dmdcfull__delay1,adaptive_dmdc,0.999,full,1,True,False,0.7762286195814229,0.7532141219005815,-0.0230144976808414,0.9703508771768145,0.3194126576371578,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_203__ridge_dmdc__pod2__dmdc4__delay2,ridge_dmdc,2.0,4,2,True,False,0.760536289370987,0.753352138942605,-0.007184150428382,0.9905538361169804,0.9999959947545394,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_215__ridge_dmdc__pod3__dmdc4__delay2,ridge_dmdc,3.0,4,2,True,False,0.760536289370987,0.753352138942605,-0.007184150428382,0.9905538361169804,0.9999959947545394,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_227__ridge_dmdc__pod4__dmdc4__delay2,ridge_dmdc,4.0,4,2,True,False,0.760536289370987,0.753352138942605,-0.007184150428382,0.9905538361169804,0.9999959947545394,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_239__ridge_dmdc__pod0p999__dmdc4__delay2,ridge_dmdc,0.999,4,2,True,False,0.760536289370987,0.753352138942605,-0.007184150428382,0.9905538361169804,0.9999959947545394,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_155__dmdc__pod2__dmdc4__delay2,dmdc,2.0,4,2,True,False,0.7605364760116986,0.7533523274545384,-0.0071841485571602,0.990553840895529,0.9999959947555668,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_167__dmdc__pod3__dmdc4__delay2,dmdc,3.0,4,2,True,False,0.7605364760116986,0.7533523274545384,-0.0071841485571602,0.990553840895529,0.9999959947555668,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_179__dmdc__pod4__dmdc4__delay2,dmdc,4.0,4,2,True,False,0.7605364760116986,0.7533523274545384,-0.0071841485571602,0.990553840895529,0.9999959947555668,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_191__dmdc__pod0p999__dmdc4__delay2,dmdc,0.999,4,2,True,False,0.7605364760116986,0.7533523274545384,-0.0071841485571602,0.990553840895529,0.9999959947555668,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_103__adaptive_dmdc__pod2__dmdc3__delay1,adaptive_dmdc,2.0,3,1,True,False,0.754906270841472,0.7541499263565006,-0.0007563444849714,0.9989980948441078,0.033742098524504,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_115__adaptive_dmdc__pod3__dmdc3__delay1,adaptive_dmdc,3.0,3,1,True,False,0.754906270841472,0.7541499263565006,-0.0007563444849714,0.9989980948441078,0.033742098524504,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_127__adaptive_dmdc__pod4__dmdc3__delay1,adaptive_dmdc,4.0,3,1,True,False,0.754906270841472,0.7541499263565006,-0.0007563444849714,0.9989980948441078,0.033742098524504,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_139__adaptive_dmdc__pod0p999__dmdc3__delay1,adaptive_dmdc,0.999,3,1,True,False,0.754906270841472,0.7541499263565006,-0.0007563444849714,0.9989980948441078,0.033742098524504,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_202__ridge_dmdc__pod2__dmdc4__delay1,ridge_dmdc,2.0,4,1,True,False,0.7620385665783258,0.7558292682831044,-0.0062092982952214,0.9918517269761002,0.9999959990529248,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_214__ridge_dmdc__pod3__dmdc4__delay1,ridge_dmdc,3.0,4,1,True,False,0.7620385665783258,0.7558292682831044,-0.0062092982952214,0.9918517269761002,0.9999959990529248,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_226__ridge_dmdc__pod4__dmdc4__delay1,ridge_dmdc,4.0,4,1,True,False,0.7620385665783258,0.7558292682831044,-0.0062092982952214,0.9918517269761002,0.9999959990529248,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_238__ridge_dmdc__pod0p999__dmdc4__delay1,ridge_dmdc,0.999,4,1,True,False,0.7620385665783258,0.7558292682831044,-0.0062092982952214,0.9918517269761002,0.9999959990529248,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_154__dmdc__pod2__dmdc4__delay1,dmdc,2.0,4,1,True,False,0.7620389635791902,0.7558296678895987,-0.0062092956895914,0.9918517346404084,0.9999959990550412,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_166__dmdc__pod3__dmdc4__delay1,dmdc,3.0,4,1,True,False,0.7620389635791902,0.7558296678895987,-0.0062092956895914,0.9918517346404084,0.9999959990550412,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_178__dmdc__pod4__dmdc4__delay1,dmdc,4.0,4,1,True,False,0.7620389635791902,0.7558296678895987,-0.0062092956895914,0.9918517346404084,0.9999959990550412,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_190__dmdc__pod0p999__dmdc4__delay1,dmdc,0.999,4,1,True,False,0.7620389635791902,0.7558296678895987,-0.0062092956895914,0.9918517346404084,0.9999959990550412,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_105__adaptive_dmdc__pod2__dmdc3__delay4,adaptive_dmdc,2.0,3,4,True,False,0.7618638239197572,0.7601019398268525,-0.0017618840929046,0.9976874028696626,0.0330542713926393,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_117__adaptive_dmdc__pod3__dmdc3__delay4,adaptive_dmdc,3.0,3,4,True,False,0.7618638239197572,0.7601019398268525,-0.0017618840929046,0.9976874028696626,0.0330542713926393,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_129__adaptive_dmdc__pod4__dmdc3__delay4,adaptive_dmdc,4.0,3,4,True,False,0.7618638239197572,0.7601019398268525,-0.0017618840929046,0.9976874028696626,0.0330542713926393,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_141__adaptive_dmdc__pod0p999__dmdc3__delay4,adaptive_dmdc,0.999,3,4,True,False,0.7618638239197572,0.7601019398268525,-0.0017618840929046,0.9976874028696626,0.0330542713926393,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_201__ridge_dmdc__pod2__dmdc3__delay4,ridge_dmdc,2.0,3,4,True,False,0.8036191262152922,0.7943608071313472,-0.009258319083945,0.988479220090806,0.9999956656104048,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_213__ridge_dmdc__pod3__dmdc3__delay4,ridge_dmdc,3.0,3,4,True,False,0.8036191262152922,0.7943608071313472,-0.009258319083945,0.988479220090806,0.9999956656104048,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_225__ridge_dmdc__pod4__dmdc3__delay4,ridge_dmdc,4.0,3,4,True,False,0.8036191262152922,0.7943608071313472,-0.009258319083945,0.988479220090806,0.9999956656104048,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_237__ridge_dmdc__pod0p999__dmdc3__delay4,ridge_dmdc,0.999,3,4,True,False,0.8036191262152922,0.7943608071313472,-0.009258319083945,0.988479220090806,0.9999956656104048,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_153__dmdc__pod2__dmdc3__delay4,dmdc,2.0,3,4,True,False,0.8036191667514848,0.7943608454315961,-0.0092583213198886,0.9884792178895956,0.9999956656103068,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_165__dmdc__pod3__dmdc3__delay4,dmdc,3.0,3,4,True,False,0.8036191667514848,0.7943608454315961,-0.0092583213198886,0.9884792178895956,0.9999956656103068,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_177__dmdc__pod4__dmdc3__delay4,dmdc,4.0,3,4,True,False,0.8036191667514848,0.7943608454315961,-0.0092583213198886,0.9884792178895956,0.9999956656103068,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_189__dmdc__pod0p999__dmdc3__delay4,dmdc,0.999,3,4,True,False,0.8036191667514848,0.7943608454315961,-0.0092583213198886,0.9884792178895956,0.9999956656103068,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_051__mean__pod2__dmdcfull__delay4,mean,2.0,full,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_054__mean__pod2__dmdc2__delay4,mean,2.0,2,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_057__mean__pod2__dmdc3__delay4,mean,2.0,3,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_060__mean__pod2__dmdc4__delay4,mean,2.0,4,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_063__mean__pod3__dmdcfull__delay4,mean,3.0,full,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_066__mean__pod3__dmdc2__delay4,mean,3.0,2,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_069__mean__pod3__dmdc3__delay4,mean,3.0,3,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_072__mean__pod3__dmdc4__delay4,mean,3.0,4,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_075__mean__pod4__dmdcfull__delay4,mean,4.0,full,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_078__mean__pod4__dmdc2__delay4,mean,4.0,2,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_081__mean__pod4__dmdc3__delay4,mean,4.0,3,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_084__mean__pod4__dmdc4__delay4,mean,4.0,4,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_087__mean__pod0p999__dmdcfull__delay4,mean,0.999,full,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_090__mean__pod0p999__dmdc2__delay4,mean,0.999,2,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_093__mean__pod0p999__dmdc3__delay4,mean,0.999,3,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_096__mean__pod0p999__dmdc4__delay4,mean,0.999,4,4,True,False,0.7925761676253632,0.7960493903966448,0.0034732227712815,1.0043821943090816,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_050__mean__pod2__dmdcfull__delay2,mean,2.0,full,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_053__mean__pod2__dmdc2__delay2,mean,2.0,2,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_056__mean__pod2__dmdc3__delay2,mean,2.0,3,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_059__mean__pod2__dmdc4__delay2,mean,2.0,4,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_062__mean__pod3__dmdcfull__delay2,mean,3.0,full,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_065__mean__pod3__dmdc2__delay2,mean,3.0,2,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_068__mean__pod3__dmdc3__delay2,mean,3.0,3,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_071__mean__pod3__dmdc4__delay2,mean,3.0,4,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_074__mean__pod4__dmdcfull__delay2,mean,4.0,full,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_077__mean__pod4__dmdc2__delay2,mean,4.0,2,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_080__mean__pod4__dmdc3__delay2,mean,4.0,3,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_083__mean__pod4__dmdc4__delay2,mean,4.0,4,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_086__mean__pod0p999__dmdcfull__delay2,mean,0.999,full,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_089__mean__pod0p999__dmdc2__delay2,mean,0.999,2,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_092__mean__pod0p999__dmdc3__delay2,mean,0.999,3,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_095__mean__pod0p999__dmdc4__delay2,mean,0.999,4,2,True,False,0.7967454636821331,0.8001622175794658,0.0034167538973327,1.0042883882658613,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_200__ridge_dmdc__pod2__dmdc3__delay2,ridge_dmdc,2.0,3,2,True,False,0.8096853139882025,0.8008740630333516,-0.0088112509548509,0.9891176846082956,0.9999956614309096,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_212__ridge_dmdc__pod3__dmdc3__delay2,ridge_dmdc,3.0,3,2,True,False,0.8096853139882025,0.8008740630333516,-0.0088112509548509,0.9891176846082956,0.9999956614309096,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_224__ridge_dmdc__pod4__dmdc3__delay2,ridge_dmdc,4.0,3,2,True,False,0.8096853139882025,0.8008740630333516,-0.0088112509548509,0.9891176846082956,0.9999956614309096,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_236__ridge_dmdc__pod0p999__dmdc3__delay2,ridge_dmdc,0.999,3,2,True,False,0.8096853139882025,0.8008740630333516,-0.0088112509548509,0.9891176846082956,0.9999956614309096,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_152__dmdc__pod2__dmdc3__delay2,dmdc,2.0,3,2,True,False,0.8096854022226413,0.8008741471665354,-0.0088112550561059,0.9891176807289368,0.9999956614307056,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_164__dmdc__pod3__dmdc3__delay2,dmdc,3.0,3,2,True,False,0.8096854022226413,0.8008741471665354,-0.0088112550561059,0.9891176807289368,0.9999956614307056,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_176__dmdc__pod4__dmdc3__delay2,dmdc,4.0,3,2,True,False,0.8096854022226413,0.8008741471665354,-0.0088112550561059,0.9891176807289368,0.9999956614307056,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_188__dmdc__pod0p999__dmdc3__delay2,dmdc,0.999,3,2,True,False,0.8096854022226413,0.8008741471665354,-0.0088112550561059,0.9891176807289368,0.9999956614307056,0.0,stable_by_spectral_radius,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_049__mean__pod2__dmdcfull__delay1,mean,2.0,full,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_052__mean__pod2__dmdc2__delay1,mean,2.0,2,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_055__mean__pod2__dmdc3__delay1,mean,2.0,3,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_058__mean__pod2__dmdc4__delay1,mean,2.0,4,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_061__mean__pod3__dmdcfull__delay1,mean,3.0,full,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_064__mean__pod3__dmdc2__delay1,mean,3.0,2,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_067__mean__pod3__dmdc3__delay1,mean,3.0,3,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_070__mean__pod3__dmdc4__delay1,mean,3.0,4,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_073__mean__pod4__dmdcfull__delay1,mean,4.0,full,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_076__mean__pod4__dmdc2__delay1,mean,4.0,2,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_079__mean__pod4__dmdc3__delay1,mean,4.0,3,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_082__mean__pod4__dmdc4__delay1,mean,4.0,4,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
run_085__mean__pod0p999__dmdcfull__delay1,mean,0.999,full,1,True,False,0.798808447670388,0.8022049208417364,0.0033964731713483,1.0042519244522936,,,not_applicable,ok,,with_h,broader_tuned_surface,outputs/overnight_sweeps/jsalt2_with_h_pair_20260601
